user_name,user_location,user_description,user_created,user_followers,user_friends,user_favourites,user_verified,date,text,hashtags,source,is_retweet
International Breeze,"Memphis,TN",IG:@goodlifebreeze | Made In Memphis | Co-Writer of Ridin’ Clean | The Coolest of All Time,2010-03-02 05:23:13,832,761,1684,False,2020-08-06 16:08:15,"I’m not sure what to REALLY think abt this 1. 

I mean, what are we doing here #Mississippi? “Don’t have to report… https://t.co/2sHD51x9qa",['Mississippi'],Twitter for iPhone,False
"PapaPear (aka, Yo Semite Sam)",FL,"A conservative says, ""It hasn't happened to me, so I don't care.""  A liberal says, ""It shouldn't happen to anyone, that's why I care.""

#WearYourMask #L1C4",2012-05-10 18:59:49,437,479,22555,False,2020-08-06 16:02:41,"#Florida #COVID19

Actual Date of Death vs Reported Date of Death https://t.co/gsQWafYWi9","['Florida', 'COVID19']",Twitter Web App,False
Toning By Teddy,"Jacksonville ,Fl",Professional page of IFBB Pro Teddy Atkins. Co-host of the Mr. Fitness Show. Follow my bodybuilding journey and get fitness tips.,2013-05-30 01:46:00,1031,2149,595,False,2020-08-06 16:01:41,"Teddy Tip-When you DRINK WATER 1st thing in the MORNING,you ensure your BRAIN is hydrated &amp; you increase how much o… https://t.co/AlVCBmKh9x",,Twitter for Android,False
"Susan Kelly, BSN, RN","Long Isand,NY","Allergy Nurse. VP Education, FAACT. Mom of 4. Sigma Theta Tau Member. Friends Helping Friends Food Allergy Support Group Co-Leader. Views are my own.",2013-06-27 03:40:48,2732,4994,17447,False,2020-08-06 15:58:52,This is such an important food allergy management skill to learn! Thank you @faactnews #FoodAllergies #Anaphylaxis… https://t.co/4Hn26wMeU9,"['FoodAllergies', 'Anaphylaxis']",Twitter for iPhone,False
"PapaPear (aka, Yo Semite Sam)",FL,"A conservative says, ""It hasn't happened to me, so I don't care.""  A liberal says, ""It shouldn't happen to anyone, that's why I care.""

#WearYourMask #L1C4",2012-05-10 18:59:49,437,479,22555,False,2020-08-06 15:51:19,"Aug 6 #Florida #Covid19 update

Significantly more tests/cases in last 24hrs. Coming out of that artificial lull

W… https://t.co/BpJFJW4Ue4","['Florida', 'Covid19']",Twitter Web App,False
Paramendra Kumar Bhagat,NY,Entrepreneur / Digital Activist https://t.co/EFSNyVaqF7 https://t.co/EDATQSfeBe,2009-01-25 18:32:43,34714,38089,2913,False,2020-08-06 15:34:57,#Coronavirus News (200) https://t.co/JWM6lg3ajC #covid19 #pandemic,"['Coronavirus', 'covid19', 'pandemic']",Google,False
Radio Silent,"NY,NY",All tweets sent are for info purposes only and should't be construed as an offer or solicitation to buy or sell securities. Not a licensed broker. Just opinion,2011-04-16 15:43:56,35099,29,16096,False,2020-08-06 15:32:47,"$BNGO .82 #COVID19 Bull flag breakout 

Take a look at Daily and weekly chart

Remarks: avoid the noise… https://t.co/kKXWxjWAXf",['COVID19'],Twitter Web App,False
Radio Silent,"NY,NY",All tweets sent are for info purposes only and should't be construed as an offer or solicitation to buy or sell securities. Not a licensed broker. Just opinion,2011-04-16 15:43:56,35099,29,16096,False,2020-08-06 15:30:41,"$RGLS .74 #COVID19 rounded bottom beauty 

Remarks: A bottom chart for those that want a Low risk High Reward 

Las… https://t.co/8OvO1fo2OX",['COVID19'],Twitter Web App,False
#MAGA ♥B♥B♥ ♓ #44K,"Lauderdale,MS",#GlobalismisDEAD @Hiqutipie #MAGA #KAG #Mississippi,2014-01-15 13:53:16,43672,41313,1350,False,2020-08-06 15:30:35,"@AmThoughtLeader @IngrahamAngle Laura needs to have
Dr. Li Meng and Steve Bannon on about 
#COVID19",['COVID19'],Twitter Web App,False
Radio Silent,"NY,NY",All tweets sent are for info purposes only and should't be construed as an offer or solicitation to buy or sell securities. Not a licensed broker. Just opinion,2011-04-16 15:43:56,35100,29,16097,False,2020-08-06 15:24:17,"$BNGO .81 Looks like a close above .79 is coming #COVID19 just broke bull flag:

Volume
11,335,797

remarks: Avoid… https://t.co/B3JIBWXjxx",['COVID19'],Twitter Web App,False
Radio Silent,"NY,NY",All tweets sent are for info purposes only and should't be construed as an offer or solicitation to buy or sell securities. Not a licensed broker. Just opinion,2011-04-16 15:43:56,35100,29,16097,False,2020-08-06 15:21:30,"$BNGO .80 look for 2 weeks close above the 50 MA for this #COVID19 stock 

Volume
9,558,226

Pivot 1.15

Potential… https://t.co/RIhCXO9wzd",['COVID19'],Twitter Web App,False
Radio Silent,"NY,NY",All tweets sent are for info purposes only and should't be construed as an offer or solicitation to buy or sell securities. Not a licensed broker. Just opinion,2011-04-16 15:43:56,35100,29,16098,False,2020-08-06 15:19:58,"$BNGO .79 #COVID19 Play getting found now 

Volume
9,558,226

Now look for the ask slappage https://t.co/0tUtXA6P2s https://t.co/CT58VkxHVJ",['COVID19'],Twitter Web App,False
E. A. Zimmermann,MN,"Mayo Clinic public affairs, Navy CAPT (RET), mom, Christian, sister, aunt, parent caregiver, UMN & GWU alum. Tweets = my opinion or random points. #healthcare",2014-09-18 19:33:45,661,2050,3343,False,2020-08-06 15:15:34,"Even before #COVID19, more than 50% of clinicians experienced burnout. In a new #NAMPerspectives, the sister and br… https://t.co/E8QLNSoMP1","['COVID19', 'NAMPerspectives']",Twitter Web App,False
Radio Silent,"NY,NY",All tweets sent are for info purposes only and should't be construed as an offer or solicitation to buy or sell securities. Not a licensed broker. Just opinion,2011-04-16 15:43:56,35099,29,16098,False,2020-08-06 15:15:03,"$HTGM .6411 looks like buyers coming in , they worry on 2 ticks and do not see the floor and potential 

#COVID19 p… https://t.co/uWRtgAZ7p4",['COVID19'],Twitter Web App,False
Rebecca Hartman,"Mishawaka,IN",Ask,2009-08-13 21:05:04,79,725,16,False,2020-08-06 15:13:21,"Politics 🌎 are like a Penis🍆.
 Its fine to have one🍆, and be proud 😉of it.
BUT, please don't 🛑whip it around in pub… https://t.co/1ZCi0zYvR7",,Twitter for Android,False
Radio Silent,"NY,NY",All tweets sent are for info purposes only and should't be construed as an offer or solicitation to buy or sell securities. Not a licensed broker. Just opinion,2011-04-16 15:43:56,35099,29,16098,False,2020-08-06 15:10:35,"$HTGM .625 added some more shares in this Bull Flag 

Confirmation: 2 week close above .71

Potential: 1.60-2.30

R… https://t.co/YqqI010WXe",,Twitter Web App,False
Radio Silent,"NY,NY",All tweets sent are for info purposes only and should't be construed as an offer or solicitation to buy or sell securities. Not a licensed broker. Just opinion,2011-04-16 15:43:56,35098,29,16098,False,2020-08-06 15:07:11,"$BNGO .77 Bullish here off yesterday .74 low now reversal Confirmation day for this #COVID19

If you cannot stomach… https://t.co/QDPjWKqdwg",['COVID19'],Twitter Web App,False
Future Institute,"Chicago,IL","Future Institute supports students of Concept Schools to ensure transition, college persistence and career readiness.",2012-09-21 17:29:43,327,210,170,False,2020-08-06 15:04:22,"What's your college's plan during COVID-19? There are several scenarios, so even if your #fall semester is still un… https://t.co/w7iPakqnnA",['fall'],Hootsuite Inc.,False
"#Biden2020, MD ⚕️🥁🥁🥁",CA,"Mother of 4, scientist, Japanese food junkie,  #Biden2020 supporter, it's all you need to know. #TeamPelosi #NeverBernie
#Biden2020",2020-02-08 00:25:29,415,594,24894,False,2020-08-06 14:58:07,Lost a family member to #COVID19 yesterday - he acquired the virus at a local hospital after getting admitted for a… https://t.co/txgxdFoaTt,['COVID19'],Twitter Web App,False
Ronald Langley,"Ogdensburg,NY",,2016-11-17 02:03:28,43,77,6905,False,2020-08-06 14:57:20,"@EliseStefanik Result: hate division and lies. The only things you have accomplished. 
#WorstRepresentativeEver… https://t.co/pQtftiFLHo",['WorstRepresentativeEver'],Twitter for Android,False
Nik Lentz,FL,UFC Top Ten Featherweight - All Glory to God☝🏼- Derivatives Trader - Dad 😍 Business inquires ➡️ TheCarnyBiz@gmail.com,2010-05-14 18:05:30,25943,295,35624,True,2020-08-08 14:42:04,"My new #COVID19 mask 🤔 ??

 https://t.co/dhwnfMngyE",['COVID19'],Twitter for iPhone,False
SMACKOFF KOBEZILLA/MATT IN LA/MANUEL FROM GARDENA.,"Gardena,CA","Mohrrior4Life,Proud Father2LilManny,Ana&RaiderJoe,IN JAY MOHRS HOF,FOXSPORTS,ESPN&ROMEY Addict,70's&80's,WORSHIP GOD/JESUS/HOLY SPIRIT.KOBE FAN AKA MATT IN L.A.",2014-08-07 09:56:01,3050,3708,34643,False,2020-08-08 14:40:32,How many #Elders related to these #DipstickDipshits will contract #Covid19 because of their lack of common sense!??… https://t.co/mvW1swrMaS,"['Elders', 'DipstickDipshits', 'Covid19']",Twitter for iPhone,False
photoframd,NY,"just a photoframd world of photoshop, photography, Canon R5 & 7D2 DLSRs, Android and NYC life. More on my blog ;)",2009-01-14 19:39:12,15135,15155,5805,False,2020-08-08 14:20:06,Rare syndrome linked to COVID-19 found in nearly 600 U.S. children: CDC #TrumpVirusCatastrophe #TrumpVirus2020… https://t.co/S3hYqmXrpG,"['TrumpVirusCatastrophe', 'TrumpVirus2020']",Twitter for Android,False
#MAGA ♥B♥B♥ ♓ #44K,"Lauderdale,MS",#GlobalismisDEAD @Hiqutipie #MAGA #KAG #Mississippi,2014-01-15 13:53:16,43459,41291,1350,False,2020-08-08 13:47:08,"@KristiNoem We ❤️Kristi Noem 
she ain't afraid of no China Virus
nor are 250,000 #Sturgis Bikers
who don't want to… https://t.co/O9zsWdrwx7",['Sturgis'],Twitter Web App,False
Have A Wonderful Day,MN,"college football, hockey, cycling, country, family, #NoBias",2011-07-04 19:45:59,48,559,772,False,2020-08-08 13:44:35,@PeteSampson_ The #COVID19 reports 2020 Day 1 https://t.co/rujYoN0lOp,['COVID19'],Twitter for iPhone,False
AANP,"Austin,TX",The American Association of Nurse Practitioners is The Voice of the Nurse Practitioner® & the largest national professional membership organization for all NPs.,2009-11-19 16:29:16,23781,5988,18700,False,2020-08-08 13:30:30,"#COVID19 Clinical Trials and Plasma Donation – Learn how you, your patients, your family and friends can participat… https://t.co/R4ejv6HtEy",['COVID19'],Hootsuite Inc.,False
jeanann Bogar  🌊🌊🌊🌊,PA,"+NotMyPresident   +RESISTANCE   +TakeAKnee   +AmericaInDistress   +ComeyDay   +MakeItCount4Heather
   +BLM  +IAmAShitHole  +NeverAgain   +BoycottNRA",2016-10-21 01:49:50,2708,1459,440344,False,2020-08-08 12:59:38,"@LindseyGrahamSC Pass the Hero's Act NOW
American's are suffering &amp; many are dying #COVID19 
Damn you Lindsey you'r… https://t.co/UK7ZSjcDpz",['COVID19'],Twitter for Android,False
John Grabitz,"OH,TX,MS,ND,SK,NM,SK,KS,OH,TX",,2014-05-19 05:03:48,15,18,0,False,2020-08-08 12:20:46,All cleaned up with no where to go! #covid19 #damcovid19 #dammasks #dampolitics #summer2020 #chargersrt https://t.co/JQrE9cQInM,"['covid19', 'damcovid19', 'dammasks', 'dampolitics', 'summer2020', 'chargersrt']",Twitter for iPhone,False
karen q,NY,I like people who walk their talk. Family Caregiver Coach. Divided we fall. Vote him the hell out.,2009-06-19 12:16:02,413,389,11900,False,2020-08-08 12:00:07,"@realDonaldTrump @POTUS You have not made America great at all. You brought her down with cons, lies, hateful filth… https://t.co/A6hhygIcZX",,Twitter for iPad,False
Sara L Merwin MPH,NY,"Coauthor THE INFORMED PATIENT A COMPLETE GUIDE TO A HOSPITAL STAY
MPH Epidemiology, Columbia Mailman SPH
Clinical/HS Research, Pt Engagement, Geri Activist",2017-11-17 17:06:53,223,309,794,False,2020-08-08 11:34:59,What exposure chances do ppl take &amp; justify after lockdown?  My observations &amp; analysis on behaviors w/ suggestions… https://t.co/WEIcbqGiiq,,Twitter Web App,False
Billy Holiday,nj,,2010-10-31 11:34:11,841,734,74400,False,2020-08-08 10:43:53,QUICK SIGNATURE: Tell Congress to include immigrants in the next #COVID19 relief package https://t.co/GhewvSyaEz vi… https://t.co/md2nFRTAkr,['COVID19'],Twitter Web App,False
Billy Holiday,nj,,2010-10-31 11:34:11,841,734,74400,False,2020-08-08 10:40:17,SIGN @MOMSRISING'S LETTER to your Senator urging them to #savechildcare and extend and expand #paidleaveforall resp… https://t.co/zeoebj8Tto,"['savechildcare', 'paidleaveforall']",Twitter Web App,False
BIGSTEELGUY🎮,Pa,"Gaming, politics, economy, technology, robots, Netflix, Movies and Xbox.",2008-12-31 15:18:51,220,184,7666,False,2020-08-08 10:37:46,#Coronavirus #Covid19 Music video: Safety Mask https://t.co/X5uZB4CO1N via @YouTube,"['Coronavirus', 'Covid19']",Twitter Web App,False
GAMER WITH A HEMI,"Chesapeake,VA",Just a guy who likes making videos and streams on the internet,2009-05-03 03:35:59,218,841,2210,False,2020-08-08 10:20:11,The #stream is live on #twitch https://t.co/rDmlVU0cr4 #Streaming #RetroGames #Retro #Games #TwitchStreamer… https://t.co/EJe3fgrsXc,"['stream', 'twitch', 'Streaming', 'RetroGames', 'Retro', 'Games', 'TwitchStreamer']",Elgato Stream Deck,False
NurseKelly 🏳️‍🌈✡️,NH,"Pediatric Nurse Practitioner at country’s best children’s hospital, out & proud lesbian, wife, mother to teenagers, activist, want-2-be-writer. she/her/hers",2012-11-06 04:46:19,252,867,29266,False,2020-08-08 10:19:37,"Now that @MassGovernor has reduced outdoor gatherings to 50 people, will the show go on? 

Feeling hopeful for live… https://t.co/Rngz4atEDY",,Twitter for iPhone,False
🦋 Rosalyn,NC,"Poet, ""Collisions on a Non-existent Highway"" available on Amazon. #Bones lover. #Biden2020. #VoteBlue",2009-03-19 19:00:36,1769,1856,151564,False,2020-08-09 09:19:26,"@WhiteHouse You're a serious felon murdering 160,000 Americans with #COVID19 and you will go to jail.",['COVID19'],Twitter Web App,False
Melanie Theresa ☮ 📚 😷🌈,NJ,"Reluctantly aging punk rock girl. Publishing/production pro. I read alot. 90% of my brain is song lyrics. Sometimes I play hashtag games. Go #Yankees.
#resist",2009-04-21 06:06:44,1650,1823,8462,False,2020-08-09 08:18:59,"100 days without #COVID19: How New Zealand got rid of a virus that keeps spreading across the world, via @nzherald https://t.co/dPpsooOUXr",['COVID19'],Twitter for Android,False
Hope E Ransom (HopeERinFL),FL,"Born2Fly✈
 #Resist💯#TrumpRussia 
#WomenVeterans💯#NastyWomen #USAF✈#DisabledVeteran #DAV #EqualityForAll #Solidarity #StrongerTogether 
🙌#COMPASSION🙌",2016-04-22 20:24:42,5413,5977,203387,False,2020-08-09 07:54:05,"@joncoopertweets Imo, cowardly, murderous
THUGS-PATHETIC #tRUmp &amp; #tRUmpCrimeFamily MUST BE HELD ACCOUNTABLE 4 thei… https://t.co/NAFD87h45m","['tRUmp', 'tRUmpCrimeFamily']",Twitter Web App,False
Hope E Ransom (HopeERinFL),FL,"Born2Fly✈
 #Resist💯#TrumpRussia 
#WomenVeterans💯#NastyWomen #USAF✈#DisabledVeteran #DAV #EqualityForAll #Solidarity #StrongerTogether 
🙌#COMPASSION🙌",2016-04-22 20:24:42,5413,5977,203387,False,2020-08-09 06:48:11,"@DWUhlfelderLaw #tRUmp's a 'senior' in apparent poor physical (obesity, etc.), &amp; psychological (imo major, malignan… https://t.co/Zhz8wTgQNB",['tRUmp'],Twitter Web App,False
2011teacher,CA,You can't accept or normalize bigotry.  Not even from a president. #StandUpFightBack Organize now! #TheResistance #NotMyPresident,2011-03-01 05:57:36,1249,1479,12461,False,2020-08-09 06:01:45,"Politics-first, science-second attitude has become pervasive inside the White House this summer #COVID19… https://t.co/BUH0N04RTD",['COVID19'],Twitter for iPhone,False
Dan Acton 🇺🇸🇮🇱 #InvestigateOhioRXBoard,"Butler Co & Columbus,OH",OH's 2nd most widely read Twitter #GOP #Politics #RealEstate Followed by 100's of officeholders & media #RepublicanJedi. Unofficial #MyPillow Ambassador 🚁🛩,2012-05-29 02:37:53,73914,77494,241745,False,2020-08-09 05:04:13,"Earliest case of #COVID19 discovered. If this were in Ohio, RINO @GovMikeDeWine would might declare this at least a… https://t.co/UumbmBKKQw",['COVID19'],Twitter for iPhone,False
Jess!c@,MA,*Massachusetts girl*binge many shows*love to laugh*life is short*love minions*work in education*be kind!!*Love my country! 🇺🇸  *Insta: jlb91385*😜,2009-01-05 22:01:14,145,446,1789,False,2020-08-09 04:05:00,This is terrible. Poor Fauci. He is just a scientist doing his job!! #coronavirus #COVID19 #StopTrump… https://t.co/Y5wmepCjMT,"['coronavirus', 'COVID19', 'StopTrump']",Twitter for Android,False
(((Tam))) Antifa Contracts & Supply Chain,TX,"We do not see things as they are, we see them as we are - Anais Nin",2010-09-29 23:16:56,19539,8135,507338,False,2020-08-09 04:03:23,@One_dum_fvk @FreeMarketRule @PhilBrown62 @Theon_Orbis He’s does when it comes to the #TrumpGestapo but not when it… https://t.co/TggFchhW6h,['TrumpGestapo'],Twitter for iPad,False
Michael,LA,Chill'd Lakers cheer'n SoCal Surfer Dude,2009-05-09 23:56:34,49,557,2116,False,2020-08-09 04:02:58,@SpeakerPelosi Because you and @SenSchumer were adding on election changes and others things that had nothing to do… https://t.co/7BLFRhJ2pF,,Twitter for Android,False
Kyle Johnson,MD,Member of the #GigEconomy. Lover of #Superheroes #ComicBooks. Resister of #Trump one #Resist #BLM TShirt at a time #IFB #TheResistance! Tees Available on Amazon,2010-12-15 21:21:28,3839,3194,15298,False,2020-08-09 03:21:53,@realDonaldTrump You are already killing the economy with your crappy response to #coronavirus #COVID19 https://t.co/Dw3FO895kK,"['coronavirus', 'COVID19']",Twitter for iPhone,False
Laura,"Louisville,ky","info junkie, always learning, work hard and love my family. strong believer in doing what is right! 💙",2012-01-09 19:39:45,623,1262,18253,False,2020-08-09 03:18:52,@realDonaldTrump Thanks for NOTHING! For the people that have worked through this pandemic to keep the economy goin… https://t.co/z26s6OJS7y,,Twitter for Android,False
photoframd,NY,"just a photoframd world of photoshop, photography, Canon R5 & 7D2 DLSRs, Android and NYC life. More on my blog ;)",2009-01-14 19:39:12,15139,15157,5830,False,2020-08-09 03:18:45,"Covid: Seven year old dies of coronavirus in Georgia, a day after Trump said children are ‘almost immune’… https://t.co/K0XZMle6Kw",,Twitter for Android,False
"Carlo ""Crow"" Fiorletta",NJ,"Actor Director Producer Teacher Coach . County comm. local district 3 Ocean County 4.  DETOURS film https://t.co/RBpN3xKLD8
President GIAA. Liberal",2009-03-09 21:32:56,2116,3999,32018,False,2020-08-10 16:27:12,@KerriJersey @Jim_Jordan If Gym cared about athletes he would have reported @OhioState abuse. #COVID19.  #COVIDIOTS… https://t.co/8Mf86GChK5,"['COVID19', 'COVIDIOTS']",Twitter for Android,False
NJMom206,NJ,"Mom, wife, Christian, runner (your granny could pass me but still), reader, #Biden2020, #BunkerBoyTrump, #BLM, equal rights for all. 🇺🇸🏳️‍🌈💙 No DMs",2019-07-02 22:37:27,86,180,48182,False,2020-08-10 16:20:25,"@Jim_Jordan If you use 2017 CDC stats, #COVID19 as of August is the 4th leading cause of death in the US. It will o… https://t.co/knckOcP0vR",['COVID19'],Twitter for iPad,False
(((Tam))) Antifa Contracts & Supply Chain,TX,"We do not see things as they are, we see them as we are - Anais Nin",2010-09-29 23:16:56,19531,8133,507706,False,2020-08-10 16:19:53,"Another Dotard needless collapse through incompetence.

#COVID19
#football 
#MAGA https://t.co/WVyhGn9jC6","['COVID19', 'football', 'MAGA']",Twitter for iPad,False
flitedocnm,NM,"How many more need to die? Trump & GOP MUST be defeated! physician, pilot, poet, latinophile, liberal, writer, photog, skier, salsero.⛔️Lists. #RESIST #BLM #FBR",2009-01-18 03:19:32,21307,23421,57634,False,2020-08-10 16:11:57,"New report from the American Academy of Pediatrics and the Children's Hospital Association: at least 338,000 U.S. c… https://t.co/XxZhdGQpOy",,Twitter Web App,False
"Carlo ""Crow"" Fiorletta",NJ,"Actor Director Producer Teacher Coach . County comm. local district 3 Ocean County 4.  DETOURS film https://t.co/RBpN3xKLD8
President GIAA. Liberal",2009-03-09 21:32:56,2116,3999,32018,False,2020-08-10 16:07:33,@MKMcDaniels1 @DonaldJTrumpJr @realDonaldTrump What does @realDonaldTrump. #Golf do to help #COVID19. #TrumpVirusDeathToll156K ?,"['Golf', 'COVID19', 'TrumpVirusDeathToll156K']",Twitter for Android,False
Rick Rose,PA,,2010-05-04 19:52:50,450,266,227,False,2020-08-10 16:04:32,"#Media companies should take a balanced approach to growth and cost to recover from the impact of #COVID19, says… https://t.co/6bA7I6i7EJ","['Media', 'COVID19']",Dynamic Signal,False
NJMom206,NJ,"Mom, wife, Christian, runner (your granny could pass me but still), reader, #Biden2020, #BunkerBoyTrump, #BLM, equal rights for all. 🇺🇸🏳️‍🌈💙 No DMs",2019-07-02 22:37:27,86,180,48182,False,2020-08-10 16:03:25,"CDC 2017 stats on leading causes of death in US:
Heart disease: 647,457
Cancer: 599,108
Accidents (unintentional in… https://t.co/r9pmueWDr2",,Twitter for iPad,False
Toning By Teddy,"Jacksonville ,Fl",Professional page of IFBB Pro Teddy Atkins. Co-host of the Mr. Fitness Show. Follow my bodybuilding journey and get fitness tips.,2013-05-30 01:46:00,1031,2148,596,False,2020-08-10 15:50:43,"Teddy Tip-The most expensive thing you can do is take advice from the wrong people 

#ToningByTeddy #COVID19… https://t.co/RO7gmv5uYd","['ToningByTeddy', 'COVID19']",Twitter for Android,False
james cipriano,"Amityville,NY","#Veteran, a #bigbrother, #hardworker,
#comedian, #cook, #coffeeroaster, #lover and a #fighter.....🤘🤘",2009-07-24 12:22:10,207,483,2035,False,2020-08-10 15:49:33,"#SAVEOURCHILDREN #Sextrafficking #COVID19 is a distraction from the true evil plaguing our planet #pedogate2020

https://t.co/Cfe5Vc0ira","['SAVEOURCHILDREN', 'Sextrafficking', 'COVID19', 'pedogate2020']",Twitter for Android,False
Taylor Heald-Sargent,"Karen-ville,IL","Mother, wife, virologist, Peds ID Post-Doc-ish-thing-until-hiring-freezes-are-over-thanks-COVID  #TxID #DoubleDoc (She/her)",2009-04-26 20:04:29,477,645,5746,False,2020-08-10 15:36:11,Well written article raising the big question - why aren’t kids getting as sick from #COVID19 and could it have to… https://t.co/KO0MDAVYoW,['COVID19'],Twitter for iPhone,False
NJMom206,NJ,"Mom, wife, Christian, runner (your granny could pass me but still), reader, #Biden2020, #BunkerBoyTrump, #BLM, equal rights for all. 🇺🇸🏳️‍🌈💙 No DMs",2019-07-02 22:37:27,86,180,48182,False,2020-08-10 15:19:28,@realDonaldTrump Remember 35-&gt;17-&gt;0?  We do. 🇺🇸 #AmericasGreatestMistake #COVID19 #TrumpHoaxedAmerica… https://t.co/EXMHvN5ClO,"['AmericasGreatestMistake', 'COVID19', 'TrumpHoaxedAmerica']",Twitter for iPad,False
Angela Hemans,"Atlanta,Ga",Let me manage your social media or Train You to Do it Yourself! Author of Twitter Marketing Unlocked https://t.co/EBB1vMqCDA| Co-Host of #SocialBizChat |#hcsm,2010-08-13 03:01:40,17443,17952,46904,False,2020-08-10 15:17:23,Are there any Healthcare providers willing to share how you feel about this article. I'm interested in knowing your… https://t.co/WPOCbyuUY1,,Twitter Web App,False
Alex Muñoz,LA,I make movies . Committed to revalorizing marginalized perspective. . Former stand in 4 Prince. Permanent citizen of Raider Nation. Fight on! Proud Azorean.,2009-05-23 04:47:00,2209,2350,7426,False,2020-08-10 15:15:21,"I feel so bad when I see discarded masks on the ground.   They hold signs up that say "" I FEEL SO UNWANTED!"" So sad… https://t.co/h3Km9AoUr6",,Twitter for iPhone,False
ULG,"361 Newbury St 5th  Boston,Ma","Providing limousine service more than 20 years, United Limo Group have been building long-lasting relationships with our valued clients. 8008750485",2018-09-18 19:59:11,4,23,5,False,2020-08-10 15:10:35,Book Your #Logan #Airport #Limo &amp; Ensure #Safety of Your Child in the #COVID19 Pandemic.For more information dial 1… https://t.co/YEAPhr9vzw,"['Logan', 'Airport', 'Limo', 'Safety', 'COVID19']",TweetDeck,False
Sagar,DC,"NYC, music, photography, etc..",2009-08-02 00:28:53,113,26,94,False,2020-08-11 09:33:12,"CDC Data Shows 200,700 ‘Excess Deaths’ During Coronavirus Pandemic, Far Eclipsing 160,000 Confirmed Death Count..… https://t.co/RX1HlLmYEc",,Hootsuite Inc.,False
Sagar,DC,"NYC, music, photography, etc..",2009-08-02 00:28:53,113,26,94,False,2020-08-11 09:21:07,Bill Gates Calls Out Continued Covid Testing Issues in U.S.: ‘Mind-Blowing… Insanity’..#Trump..#GOP..#Covid19  https://t.co/1pn4u56AtI,"['Trump', 'GOP', 'Covid19']",Hootsuite Inc.,False
🦋 Rosalyn,NC,"Poet, ""Collisions on a Non-existent Highway"" available on Amazon. #Bones lover. #Biden2020. #VoteBlue",2009-03-19 19:00:36,1778,1857,151944,False,2020-08-11 09:20:04,@jewlicious Is this a super spreader event? #COVID19 Or was it before #COVID19. And Trump is a POS lying mass murde… https://t.co/PP1qb3CkgT,"['COVID19', 'COVID19']",Twitter for iPad,False
Sagar,DC,"NYC, music, photography, etc..",2009-08-02 00:28:53,113,26,94,False,2020-08-11 09:19:48,"Georgia High School Switching to Virtual Learning After Viral Photos of Crowded Halls — And At Least 6 Students, 3… https://t.co/27PxGc8E0t",,Hootsuite Inc.,False
Sagar,DC,"NYC, music, photography, etc..",2009-08-02 00:28:53,113,26,94,False,2020-08-11 08:57:07,"Lost on the frontline
Hundreds of US healthcare workers have died fighting Covid-19...#USA..#Covid19  https://t.co/sVA0rAOo4g","['USA', 'Covid19']",Hootsuite Inc.,False
Krysten,WI,a little weird | doggie mom | wife | reader | writer | @InkkasWorldwear ambassador | pr friendly  whygirlsareweird@gmail.com,2009-03-14 03:33:26,2486,1017,1012,False,2020-08-11 07:20:52,6 Things I Hope We Keep in our New Normal // #coronavirus #covid19 #wiblogger #30somethingblogger #lifestyleblogger https://t.co/4YrglO2RsX,"['coronavirus', 'covid19', 'wiblogger', '30somethingblogger', 'lifestyleblogger']",WordPress.com,False
Sheldon Chang,NE,"Entrepreneur
""to tame the savageness of man and make gentle the life of this world""-- RFK",2009-03-09 14:24:07,471,1643,25198,False,2020-08-12 07:14:42,"@adamfeuerstein Present your evidence the USG ""owns"" the #Covid19 vaccine.",['Covid19'],Twitter Web App,False
David Collins,ct,Columnist for The Day of New London,2011-01-11 18:29:33,854,56,4,False,2020-08-12 06:46:55,The COVID-19 summer of 2020 may shape 2022 gubernatorial race https://t.co/mfUw8aXwyP via @thedayct #lamont #COVID19 #eversource,"['lamont', 'COVID19', 'eversource']",Twitter for iPhone,False
Carissa Lawson,NJ,"Emmy nominated Morning Anchor on @News12NJ, Health-Nut, Loving Mom in-love with Travel and Cooking; Faith-filled. #Believe",2011-09-14 13:48:21,4819,1032,16592,True,2020-08-12 06:36:59,#NewZealand’s 102 day streak with no new #COVID19 cases comes to an end. Sigh. https://t.co/Obn6K8j0Y2,"['NewZealand', 'COVID19']",Twitter for iPhone,False
jeanann Bogar  🌊🌊🌊🌊,PA,"+NotMyPresident   +RESISTANCE   +TakeAKnee   +AmericaInDistress   +ComeyDay   +MakeItCount4Heather
   +BLM  +IAmAShitHole  +NeverAgain   +BoycottNRA",2016-10-21 01:49:50,2704,1459,441903,False,2020-08-12 06:15:41,@Laurie_Garrett @WhiteHouse WTH is a RETIRED RADIOLOGIST doing on the @WhiteHouse  #COVID19  Task Force 🤯🤬,['COVID19'],Twitter for Android,False
TravelWithScotty (50k),LA,"📍 LA, CA ⠀ ⠀ Work: @Disney⠀ ⠀ #DiversityandInclusion #TravelJournalist⠀ 🏳️‍🌈",2011-02-19 06:48:18,50528,2082,5947,False,2020-08-12 06:11:01,63 Los Angelenos died of #Covid19 in the last 24 hours!,['Covid19'],Twitter for iPhone,False
2011teacher,CA,You can't accept or normalize bigotry.  Not even from a president. #StandUpFightBack Organize now! #TheResistance #NotMyPresident,2011-03-01 05:57:36,1252,1478,12499,False,2020-08-12 06:03:55,"#COVID19 has now killed more Americans than any war except the Civil War and WW2. 

Let that sink in. 

I’ll be vot… https://t.co/QILBgJwomh",['COVID19'],Twitter for iPhone,False
